,prefecture,municipality name,municipalities,region,majorIsland,district
446,Saitama (埼玉縣),Nagatoro (長瀞町),town,Kantō (关東),Honshū (本州),Chichibu (秩父郡)
447,Saitama (埼玉縣),Ogano (小鹿野町),town,Kantō (关東),Honshū (本州),Chichibu (秩父郡)
448,Saitama (埼玉縣),Misato (美里町),town,Kantō (关東),Honshū (本州),Kodama (児玉郡)
449,Saitama (埼玉縣),Kamikawa (神川町),town,Kantō (关東),Honshū (本州),Kodama (児玉郡)
450,Saitama (埼玉縣),Kamisato (上里町),town,Kantō (关東),Honshū (本州),Kodama (児玉郡)
451,Saitama (埼玉縣),Yorii (寄居町),town,Kantō (关東),Honshū (本州),Ōsato (大里郡)
452,Saitama (埼玉縣),Miyashiro (宮代町),town,Kantō (关東),Honshū (本州),Minamisaitama (南埼玉郡)
453,Saitama (埼玉縣),Sugito (杉戸町),town,Kantō (关東),Honshū (本州),Kitakatsushika (北葛飾郡)
454,Saitama (埼玉縣),Matsubushi (松伏町),town,Kantō (关東),Honshū (本州),Kitakatsushika (北葛飾郡)
455,Saitama (埼玉縣),Higashichichibu (東秩父村),village,Kantō (关東),Honshū (本州),Chichibu (秩父郡)
456,Tochigi (栃木縣),Utsunomiya (宇都宮市),city,Kantō (关東),Honshū (本州),Utsunomiya (宇都宮市)
457,Tochigi (栃木縣),Ashikaga (足利市),city,Kantō (关東),Honshū (本州),Ashikaga (足利市)
458,Tochigi (栃木縣),Tochigi (栃木市),city,Kantō (关東),Honshū (本州),Tochigi (栃木市)
459,Tochigi (栃木縣),Kanuma (鹿沼市),city,Kantō (关東),Honshū (本州),Kanuma (鹿沼市)
460,Tochigi (栃木縣),Oyama (小山市),city,Kantō (关東),Honshū (本州),Oyama (小山市)
461,Tochigi (栃木縣),Mooka (真岡市),city,Kantō (关東),Honshū (本州),Mooka (真岡市)
462,Tochigi (栃木縣),Ōtawara (大田原市),city,Kantō (关東),Honshū (本州),Ōtawara (大田原市)
463,Tochigi (栃木縣),Yaita (矢板市),city,Kantō (关東),Honshū (本州),Yaita (矢板市)
464,Tochigi (栃木縣),Nasushiobara (那須塩原市),city,Kantō (关東),Honshū (本州),Nasushiobara (那須塩原市)
465,Tochigi (栃木縣),Sano (佐野市),city,Kantō (关東),Honshū (本州),Sano (佐野市)
466,Tochigi (栃木縣),Sakura (さくら市),city,Kantō (关東),Honshū (本州),Sakura (さくら市)
467,Tochigi (栃木縣),Nasukarasuyama (那須烏山市),city,Kantō (关東),Honshū (本州),Nasukarasuyama (那須烏山市)
468,Tochigi (栃木縣),Shimotsuke (下野市),city,Kantō (关東),Honshū (本州),Shimotsuke (下野市)
469,Tochigi (栃木縣),Nikkō (日光市),city,Kantō (关東),Honshū (本州),Nikkō (日光市)
470,Tochigi (栃木縣),Kaminokawa (上三川町),town,Kantō (关東),Honshū (本州),Kawachi (河内郡)
471,Tochigi (栃木縣),Mashiko (益子町),town,Kantō (关東),Honshū (本州),Haga (芳賀郡)
472,Tochigi (栃木縣),Motegi (茂木町),town,Kantō (关東),Honshū (本州),Haga (芳賀郡)
473,Tochigi (栃木縣),Ichikai (市貝町),town,Kantō (关東),Honshū (本州),Haga (芳賀郡)
474,Tochigi (栃木縣),Haga (芳賀町),town,Kantō (关東),Honshū (本州),Haga (芳賀郡)
475,Tochigi (栃木縣),Mibu (壬生町),town,Kantō (关東),Honshū (本州),Shimotsuga (下都賀郡)
476,Tochigi (栃木縣),Nogi (野木町),town,Kantō (关東),Honshū (本州),Shimotsuga (下都賀郡)
477,Tochigi (栃木縣),Shioya (塩谷町),town,Kantō (关東),Honshū (本州),Shioya (塩谷郡)
478,Tochigi (栃木縣),Takanezawa (高根沢町),town,Kantō (关東),Honshū (本州),Shioya (塩谷郡)
479,Tochigi (栃木縣),Nasu (那須町),town,Kantō (关東),Honshū (本州),Nasu (那須郡)
480,Tochigi (栃木縣),Nakagawa (那珂川町),town,Kantō (关東),Honshū (本州),Nasu (那須郡)
481,Tōkyō (東京都),Hachiōji (八王子市),city,Kantō (关東),Honshū (本州),Hachiōji (八王子市)
482,Tōkyō (東京都),Tachikawa (立川市),city,Kantō (关東),Honshū (本州),Tachikawa (立川市)
483,Tōkyō (東京都),Musashino (武蔵野市),city,Kantō (关東),Honshū (本州),Musashino (武蔵野市)
484,Tōkyō (東京都),Mitaka (三鷹市),city,Kantō (关東),Honshū (本州),Mitaka (三鷹市)
485,Tōkyō (東京都),Ōme (青梅市),city,Kantō (关東),Honshū (本州),Ōme (青梅市)
486,Tōkyō (東京都),Fuchū (府中市),city,Kantō (关東),Honshū (本州),Fuchū (府中市)
487,Tōkyō (東京都),Akishima (昭島市),city,Kantō (关東),Honshū (本州),Akishima (昭島市)
488,Tōkyō (東京都),Chōfu (調布市),city,Kantō (关東),Honshū (本州),Chōfu (調布市)
489,Tōkyō (東京都),Machida (町田市),city,Kantō (关東),Honshū (本州),Machida (町田市)
490,Tōkyō (東京都),Koganei (小金井市),city,Kantō (关東),Honshū (本州),Koganei (小金井市)
491,Tōkyō (東京都),Kodaira (小平市),city,Kantō (关東),Honshū (本州),Kodaira (小平市)
492,Tōkyō (東京都),Hino (日野市),city,Kantō (关東),Honshū (本州),Hino (日野市)
493,Tōkyō (東京都),Higashimurayama (東村山市),city,Kantō (关東),Honshū (本州),Higashimurayama (東村山市)
494,Tōkyō (東京都),Kokubunji (国分寺市),city,Kantō (关東),Honshū (本州),Kokubunji (国分寺市)
495,Tōkyō (東京都),Kunitachi (国立市),city,Kantō (关東),Honshū (本州),Kunitachi (国立市)
496,Tōkyō (東京都),Fussa (福生市),city,Kantō (关東),Honshū (本州),Fussa (福生市)
497,Tōkyō (東京都),Komae (狛江市),city,Kantō (关東),Honshū (本州),Komae (狛江市)
498,Tōkyō (東京都),Higashiyamato (東大和市),city,Kantō (关東),Honshū (本州),Higashiyamato (東大和市)
499,Tōkyō (東京都),Kiyose (清瀬市),city,Kantō (关東),Honshū (本州),Kiyose (清瀬市)
500,Tōkyō (東京都),Higashikurume (東久留米市),city,Kantō (关東),Honshū (本州),Higashikurume (東久留米市)
501,Tōkyō (東京都),Musashimurayama (武蔵村山市),city,Kantō (关東),Honshū (本州),Musashimurayama (武蔵村山市)
502,Tōkyō (東京都),Tama (多摩市),city,Kantō (关東),Honshū (本州),Tama (多摩市)
503,Tōkyō (東京都),Inagi (稲城市),city,Kantō (关東),Honshū (本州),Inagi (稲城市)
504,Tōkyō (東京都),Hamura (羽村市),city,Kantō (关東),Honshū (本州),Hamura (羽村市)
505,Tōkyō (東京都),Akiruno (あきる野市),city,Kantō (关東),Honshū (本州),Akiruno (あきる野市)
506,Tōkyō (東京都),Nishitōkyō (西東京市),city,Kantō (关東),Honshū (本州),Nishitōkyō (西東京市)
507,Tōkyō (東京都),Special wards of Tokyo (東京特別区部),city,Kantō (关東),Honshū (本州),Special wards of Tokyo (東京特別区部)
508,Tōkyō (東京都),Adachi (足立区),city,Kantō (关東),Honshū (本州),Adachi (足立区)
509,Tōkyō (東京都),Arakawa (荒川区),city,Kantō (关東),Honshū (本州),Arakawa (荒川区)
510,Tōkyō (東京都),Bunkyō (文京区),city,Kantō (关東),Honshū (本州),Bunkyō (文京区)
511,Tōkyō (東京都),Chiyoda (千代田区),city,Kantō (关東),Honshū (本州),Chiyoda (千代田区)
512,Tōkyō (東京都),Chūō (中央区),city,Kantō (关東),Honshū (本州),Chūō (中央区)
513,Tōkyō (東京都),Edogawa (江戸川区),city,Kantō (关東),Honshū (本州),Edogawa (江戸川区)
514,Tōkyō (東京都),Itabashi (板橋区),city,Kantō (关東),Honshū (本州),Itabashi (板橋区)
515,Tōkyō (東京都),Katsushika (葛飾区),city,Kantō (关東),Honshū (本州),Katsushika (葛飾区)
516,Tōkyō (東京都),Kita (北区),city,Kantō (关東),Honshū (本州),Kita (北区)
517,Tōkyō (東京都),Kōtō (江東区),city,Kantō (关東),Honshū (本州),Kōtō (江東区)
518,Tōkyō (東京都),Meguro (目黒区),city,Kantō (关東),Honshū (本州),Meguro (目黒区)
519,Tōkyō (東京都),Minato (港区),city,Kantō (关東),Honshū (本州),Minato (港区)
520,Tōkyō (東京都),Nakano (中野区),city,Kantō (关東),Honshū (本州),Nakano (中野区)
521,Tōkyō (東京都),Nerima (練馬区),city,Kantō (关東),Honshū (本州),Nerima (練馬区)
522,Tōkyō (東京都),Ōta (大田区),city,Kantō (关東),Honshū (本州),Ōta (大田区)
523,Tōkyō (東京都),Setagaya (世田谷区),city,Kantō (关東),Honshū (本州),Setagaya (世田谷区)
524,Tōkyō (東京都),Shibuya (渋谷区),city,Kantō (关東),Honshū (本州),Shibuya (渋谷区)
525,Tōkyō (東京都),Shinagawa (品川区),city,Kantō (关東),Honshū (本州),Shinagawa (品川区)
526,Tōkyō (東京都),Shinjuku (新宿区),city,Kantō (关東),Honshū (本州),Shinjuku (新宿区)
527,Tōkyō (東京都),Suginami (杉並区),city,Kantō (关東),Honshū (本州),Suginami (杉並区)
528,Tōkyō (東京都),Sumida (墨田区),city,Kantō (关東),Honshū (本州),Sumida (墨田区)
529,Tōkyō (東京都),Taitō (台東区),city,Kantō (关東),Honshū (本州),Taitō (台東区)
530,Tōkyō (東京都),Toshima (豊島区),city,Kantō (关東),Honshū (本州),Toshima (豊島区)
531,Tōkyō (東京都),Mizuho (瑞穂町),town,Kantō (关東),Honshū (本州),Nishitama (西多摩郡)
532,Tōkyō (東京都),Hinode (日の出町),town,Kantō (关東),Honshū (本州),Nishitama (西多摩郡)
533,Tōkyō (東京都),Okutama (奥多摩町),town,Kantō (关東),Honshū (本州),Nishitama (西多摩郡)
534,Tōkyō (東京都),Ōshima (大島町),town,Kantō (关東),Honshū (本州),Ōshima (大島支庁)
535,Tōkyō (東京都),Hachijō (八丈町),town,Kantō (关東),Honshū (本州),Hachijō (八丈支庁)
536,Tōkyō (東京都),Hinohara (檜原村),village,Kantō (关東),Honshū (本州),Nishitama (西多摩郡)
537,Tōkyō (東京都),Toshima (利島村),village,Kantō (关東),Honshū (本州),(Oshima) (大島支庁)
538,Tōkyō (東京都),Niijima (新島村),village,Kantō (关東),Honshū (本州),(Oshima) (大島支庁)
539,Tōkyō (東京都),Kōzushima (神津島村),village,Kantō (关東),Honshū (本州),(Oshima) (大島支庁)
540,Tōkyō (東京都),Miyake (三宅村),village,Kantō (关東),Honshū (本州),(Miyake) (三宅支庁)
541,Tōkyō (東京都),Mikurajima (御蔵島村),village,Kantō (关東),Honshū (本州),(Miyake) (三宅支庁)
542,Tōkyō (東京都),Aogashima (青ヶ島村),village,Kantō (关東),Honshū (本州),(Hachijo) (八丈支庁)
543,Tōkyō (東京都),Ogasawara (小笠原村),village,Kantō (关東),Honshū (本州),(Ogasawara) (小笠原支庁)
544,Aichi (愛知縣),Nagoya (名古屋市),city,Chūbu (中部),Honshū (本州),Nagoya (名古屋市)
545,Aichi (愛知縣),Toyohashi (豊橋市),city,Chūbu (中部),Honshū (本州),Toyohashi (豊橋市)
546,Aichi (愛知縣),Okazaki (岡崎市),city,Chūbu (中部),Honshū (本州),Okazaki (岡崎市)
547,Aichi (愛知縣),Ichinomiya (一宮市),city,Chūbu (中部),Honshū (本州),Ichinomiya (一宮市)
548,Aichi (愛知縣),Seto (瀬戸市),city,Chūbu (中部),Honshū (本州),Seto (瀬戸市)
549,Aichi (愛知縣),Handa (半田市),city,Chūbu (中部),Honshū (本州),Handa (半田市)
550,Aichi (愛知縣),Kasuga (春日井市),city,Chūbu (中部),Honshū (本州),Kasuga (春日井市)
551,Aichi (愛知縣),Toyokawa (豊川市),city,Chūbu (中部),Honshū (本州),Toyokawa (豊川市)
552,Aichi (愛知縣),Tsushima (津島市),city,Chūbu (中部),Honshū (本州),Tsushima (津島市)
553,Aichi (愛知縣),Hekinan (碧南市),city,Chūbu (中部),Honshū (本州),Hekinan (碧南市)
554,Aichi (愛知縣),Kariya (刈谷市),city,Chūbu (中部),Honshū (本州),Kariya (刈谷市)
555,Aichi (愛知縣),Toyota (豊田市),city,Chūbu (中部),Honshū (本州),Toyota (豊田市)
556,Aichi (愛知縣),Anjō (安城市),city,Chūbu (中部),Honshū (本州),Anjō (安城市)
557,Aichi (愛知縣),Nishio (西尾市),city,Chūbu (中部),Honshū (本州),Nishio (西尾市)
558,Aichi (愛知縣),Gamagōri (蒲郡市),city,Chūbu (中部),Honshū (本州),Gamagōri (蒲郡市)
559,Aichi (愛知縣),Inuyama (犬山市),city,Chūbu (中部),Honshū (本州),Inuyama (犬山市)
560,Aichi (愛知縣),Tokoname (常滑市),city,Chūbu (中部),Honshū (本州),Tokoname (常滑市)
561,Aichi (愛知縣),Kōnan (江南市),city,Chūbu (中部),Honshū (本州),Kōnan (江南市)
562,Aichi (愛知縣),Komaki (小牧市),city,Chūbu (中部),Honshū (本州),Komaki (小牧市)
563,Aichi (愛知縣),Inazawa (稲沢市),city,Chūbu (中部),Honshū (本州),Inazawa (稲沢市)
564,Aichi (愛知縣),Tōkai (東海市),city,Chūbu (中部),Honshū (本州),Tōkai (東海市)
565,Aichi (愛知縣),Ōbu (大府市),city,Chūbu (中部),Honshū (本州),Ōbu (大府市)
566,Aichi (愛知縣),Chita (知多市),city,Chūbu (中部),Honshū (本州),Chita (知多市)
567,Aichi (愛知縣),Chiryū (知立市),city,Chūbu (中部),Honshū (本州),Chiryū (知立市)
568,Aichi (愛知縣),Owariasahi (尾張旭市),city,Chūbu (中部),Honshū (本州),Owariasahi (尾張旭市)
569,Aichi (愛知縣),Takahama (高浜市),city,Chūbu (中部),Honshū (本州),Takahama (高浜市)
570,Aichi (愛知縣),Iwakura (岩倉市),city,Chūbu (中部),Honshū (本州),Iwakura (岩倉市)
571,Aichi (愛知縣),Toyoake (豊明市),city,Chūbu (中部),Honshū (本州),Toyoake (豊明市)
572,Aichi (愛知縣),Nisshin (日進市),city,Chūbu (中部),Honshū (本州),Nisshin (日進市)
573,Aichi (愛知縣),Tahara (田原市),city,Chūbu (中部),Honshū (本州),Tahara (田原市)
574,Aichi (愛知縣),Aisai (愛西市),city,Chūbu (中部),Honshū (本州),Aisai (愛西市)
575,Aichi (愛知縣),Kiyosu (清須市),city,Chūbu (中部),Honshū (本州),Kiyosu (清須市)
576,Aichi (愛知縣),Shinshiro (新城市),city,Chūbu (中部),Honshū (本州),Shinshiro (新城市)
577,Aichi (愛知縣),Kitanagoya (北名古屋市),city,Chūbu (中部),Honshū (本州),Kitanagoya (北名古屋市)
578,Aichi (愛知縣),Yatomi (弥富市),city,Chūbu (中部),Honshū (本州),Yatomi (弥富市)
579,Aichi (愛知縣),Miyoshi (みよし市),city,Chūbu (中部),Honshū (本州),Miyoshi (みよし市)
580,Aichi (愛知縣),Ama (あま市),city,Chūbu (中部),Honshū (本州),Ama (あま市)
581,Aichi (愛知縣),Nagakute (長久手市),city,Chūbu (中部),Honshū (本州),Nagakute (長久手市)
582,Aichi (愛知縣),Tōgō (東郷町),town,Chūbu (中部),Honshū (本州),Aichi (愛知郡)
583,Aichi (愛知縣),Toyoyama (豊山町),town,Chūbu (中部),Honshū (本州),Nishikasugai (西春日井郡)
584,Aichi (愛知縣),Ōguchi (大口町),town,Chūbu (中部),Honshū (本州),Niwa (丹羽郡)
585,Aichi (愛知縣),Fusō (扶桑町),town,Chūbu (中部),Honshū (本州),Niwa (丹羽郡)
586,Aichi (愛知縣),Ōharu (大治町),town,Chūbu (中部),Honshū (本州),Ama (海部郡)
587,Aichi (愛知縣),Kanie (蟹江町),town,Chūbu (中部),Honshū (本州),Ama (海部郡)
588,Aichi (愛知縣),Agui (阿久比町),town,Chūbu (中部),Honshū (本州),Chita (知多郡)
589,Aichi (愛知縣),Higashiura (東浦町),town,Chūbu (中部),Honshū (本州),Chita (知多郡)
590,Aichi (愛知縣),Minamichita (南知多町),town,Chūbu (中部),Honshū (本州),Chita (知多郡)
591,Aichi (愛知縣),Mihama (美浜町),town,Chūbu (中部),Honshū (本州),Chita (知多郡)
592,Aichi (愛知縣),Taketoyo (武豊町),town,Chūbu (中部),Honshū (本州),Chita (知多郡)
593,Aichi (愛知縣),Kōta (幸田町),town,Chūbu (中部),Honshū (本州),Nukata (額田郡)
594,Aichi (愛知縣),Shitara (設楽町),town,Chūbu (中部),Honshū (本州),Kitashitara (北設楽郡)
595,Aichi (愛知縣),Tōei (東栄町),town,Chūbu (中部),Honshū (本州),Kitashitara (北設楽郡)
596,Aichi (愛知縣),Tobishima (飛島村),village,Chūbu (中部),Honshū (本州),Ama (海部郡)
597,Aichi (愛知縣),Toyone (豊根村),village,Chūbu (中部),Honshū (本州),Kitashitara (北設楽郡)
598,Fukui (福井縣),Fukui (福井市),city,Chūbu (中部),Honshū (本州),Fukui (福井市)
599,Fukui (福井縣),Tsuruga (敦賀市),city,Chūbu (中部),Honshū (本州),Tsuruga (敦賀市)
600,Fukui (福井縣),Obama (小浜市),city,Chūbu (中部),Honshū (本州),Obama (小浜市)
601,Fukui (福井縣),Ōno (大野市),city,Chūbu (中部),Honshū (本州),Ōno (大野市)
602,Fukui (福井縣),Katsuyama (勝山市),city,Chūbu (中部),Honshū (本州),Katsuyama (勝山市)
603,Fukui (福井縣),Sabae (鯖江市),city,Chūbu (中部),Honshū (本州),Sabae (鯖江市)
604,Fukui (福井縣),Awara (あわら市),city,Chūbu (中部),Honshū (本州),Awara (あわら市)
605,Fukui (福井縣),Echizen (越前市),city,Chūbu (中部),Honshū (本州),Echizen (越前市)
606,Fukui (福井縣),Sakai (坂井市),city,Chūbu (中部),Honshū (本州),Sakai (坂井市)
607,Fukui (福井縣),Eiheiji (永平寺町),town,Chūbu (中部),Honshū (本州),Yoshida (吉田郡)
608,Fukui (福井縣),Ikeda (池田町),town,Chūbu (中部),Honshū (本州),Imadate (今立郡)
609,Fukui (福井縣),Minamiechizen (南越前町),town,Chūbu (中部),Honshū (本州),Nanjō (南条郡)
610,Fukui (福井縣),Echizen (越前町),town,Chūbu (中部),Honshū (本州),Nyū (丹生郡)
611,Fukui (福井縣),Mihama (美浜町),town,Chūbu (中部),Honshū (本州),Mikata (三方郡)
612,Fukui (福井縣),Takahama (高浜町),town,Chūbu (中部),Honshū (本州),Ōi (大飯郡)
613,Fukui (福井縣),Ōi (おおい町),town,Chūbu (中部),Honshū (本州),Ōi (大飯郡)
614,Fukui (福井縣),Wakasa (若狭町),town,Chūbu (中部),Honshū (本州),Mikatakaminaka (三方上中郡)
615,Gifu (岐阜縣),Gifu (岐阜市),city,Chūbu (中部),Honshū (本州),Gifu (岐阜市)
616,Gifu (岐阜縣),Ōgaki (大垣市),city,Chūbu (中部),Honshū (本州),Ōgaki (大垣市)
617,Gifu (岐阜縣),Takayama (高山市),city,Chūbu (中部),Honshū (本州),Takayama (高山市)
618,Gifu (岐阜縣),Tajimi (多治見市),city,Chūbu (中部),Honshū (本州),Tajimi (多治見市)
619,Gifu (岐阜縣),Seki (関市),city,Chūbu (中部),Honshū (本州),Seki (関市)
620,Gifu (岐阜縣),Nakatsugawa (中津川市),city,Chūbu (中部),Honshū (本州),Nakatsugawa (中津川市)
621,Gifu (岐阜縣),Mino (美濃市),city,Chūbu (中部),Honshū (本州),Mino (美濃市)
622,Gifu (岐阜縣),Mizunami (瑞浪市),city,Chūbu (中部),Honshū (本州),Mizunami (瑞浪市)
623,Gifu (岐阜縣),Hashima (羽島市),city,Chūbu (中部),Honshū (本州),Hashima (羽島市)
624,Gifu (岐阜縣),Minokamo (美濃加茂市),city,Chūbu (中部),Honshū (本州),Minokamo (美濃加茂市)
625,Gifu (岐阜縣),Toki (土岐市),city,Chūbu (中部),Honshū (本州),Toki (土岐市)
626,Gifu (岐阜縣),Kakamigahara (各務原市),city,Chūbu (中部),Honshū (本州),Kakamigahara (各務原市)
627,Gifu (岐阜縣),Kani (可児市),city,Chūbu (中部),Honshū (本州),Kani (可児市)
628,Gifu (岐阜縣),Yamagata (山県市),city,Chūbu (中部),Honshū (本州),Yamagata (山県市)
629,Gifu (岐阜縣),Mizuho (瑞穂市),city,Chūbu (中部),Honshū (本州),Mizuho (瑞穂市)
630,Gifu (岐阜縣),Hida (飛騨市),city,Chūbu (中部),Honshū (本州),Hida (飛騨市)
631,Gifu (岐阜縣),Motosu (本巣市),city,Chūbu (中部),Honshū (本州),Motosu (本巣市)
632,Gifu (岐阜縣),Gujō (郡上市),city,Chūbu (中部),Honshū (本州),Gujō (郡上市)
633,Gifu (岐阜縣),Gero (下呂市),city,Chūbu (中部),Honshū (本州),Gero (下呂市)
634,Gifu (岐阜縣),Ena (恵那市),city,Chūbu (中部),Honshū (本州),Ena (恵那市)
635,Gifu (岐阜縣),Kaizu (海津市),city,Chūbu (中部),Honshū (本州),Kaizu (海津市)
636,Gifu (岐阜縣),Ginan (岐南町),town,Chūbu (中部),Honshū (本州),Hashima (羽島郡)
637,Gifu (岐阜縣),Kasamatsu (笠松町),town,Chūbu (中部),Honshū (本州),Hashima (羽島郡)
638,Gifu (岐阜縣),Yōrō (養老町),town,Chūbu (中部),Honshū (本州),Yōrō (養老郡)
639,Gifu (岐阜縣),Tarui (垂井町),town,Chūbu (中部),Honshū (本州),Fuwa (不破郡)
640,Gifu (岐阜縣),Sekigahara (関ケ原町),town,Chūbu (中部),Honshū (本州),Fuwa (不破郡)
641,Gifu (岐阜縣),Gōdo (神戸町),town,Chūbu (中部),Honshū (本州),Anpachi (安八郡)
642,Gifu (岐阜縣),Wanouchi (輪之内町),town,Chūbu (中部),Honshū (本州),Anpachi (安八郡)
643,Gifu (岐阜縣),Anpachi (安八町),town,Chūbu (中部),Honshū (本州),Anpachi (安八郡)
644,Gifu (岐阜縣),Ibigawa (揖斐川町),town,Chūbu (中部),Honshū (本州),Ibi (揖斐郡)
645,Gifu (岐阜縣),Ōno (大野町),town,Chūbu (中部),Honshū (本州),Ibi (揖斐郡)
646,Gifu (岐阜縣),Ikeda (池田町),town,Chūbu (中部),Honshū (本州),Ibi (揖斐郡)
647,Gifu (岐阜縣),Kitagata (北方町),town,Chūbu (中部),Honshū (本州),Motosu (本巣郡)
648,Gifu (岐阜縣),Sakahogi (坂祝町),town,Chūbu (中部),Honshū (本州),Kamo (加茂郡)
649,Gifu (岐阜縣),Tomika (富加町),town,Chūbu (中部),Honshū (本州),Kamo (加茂郡)
650,Gifu (岐阜縣),Kawabe (川辺町),town,Chūbu (中部),Honshū (本州),Kamo (加茂郡)
651,Gifu (岐阜縣),Hichisō (七宗町),town,Chūbu (中部),Honshū (本州),Kamo (加茂郡)
652,Gifu (岐阜縣),Yaotsu (八百津町),town,Chūbu (中部),Honshū (本州),Kamo (加茂郡)
653,Gifu (岐阜縣),Shirakawa (白川町),town,Chūbu (中部),Honshū (本州),Kamo (加茂郡)
654,Gifu (岐阜縣),Mitake (御嵩町),town,Chūbu (中部),Honshū (本州),Kani (可児郡)
655,Gifu (岐阜縣),Higashishirakawa (東白川村),village,Chūbu (中部),Honshū (本州),Kamo (加茂郡)
656,Gifu (岐阜縣),Shirakawa (白川村),village,Chūbu (中部),Honshū (本州),Ono (大野郡)
657,Ishikawa (石川縣),Kanazawa (金沢市),city,Chūbu (中部),Honshū (本州),Kanazawa (金沢市)
658,Ishikawa (石川縣),Nonoichi (野々市市),city,Chūbu (中部),Honshū (本州),Nonoichi (野々市市)
659,Ishikawa (石川縣),Nanao (七尾市),city,Chūbu (中部),Honshū (本州),Nanao (七尾市)
660,Ishikawa (石川縣),Komatsu (小松市),city,Chūbu (中部),Honshū (本州),Komatsu (小松市)
661,Ishikawa (石川縣),Suzu (珠洲市),city,Chūbu (中部),Honshū (本州),Suzu (珠洲市)
662,Ishikawa (石川縣),Hakui (羽咋市),city,Chūbu (中部),Honshū (本州),Hakui (羽咋市)
663,Ishikawa (石川縣),Kahoku (かほく市),city,Chūbu (中部),Honshū (本州),Kahoku (かほく市)
664,Ishikawa (石川縣),Hakusan (白山市),city,Chūbu (中部),Honshū (本州),Hakusan (白山市)
665,Ishikawa (石川縣),Nomi (能美市),city,Chūbu (中部),Honshū (本州),Nomi (能美市)
666,Ishikawa (石川縣),Kaga (加賀市),city,Chūbu (中部),Honshū (本州),Kaga (加賀市)
667,Ishikawa (石川縣),Wajima (輪島市),city,Chūbu (中部),Honshū (本州),Wajima (輪島市)
668,Ishikawa (石川縣),Kawakita (川北町),town,Chūbu (中部),Honshū (本州),Nomi (能美郡)
669,Ishikawa (石川縣),Tsubata (津幡町),town,Chūbu (中部),Honshū (本州),Kahoku (河北郡)
670,Ishikawa (石川縣),Uchinada (内灘町),town,Chūbu (中部),Honshū (本州),Kahoku (河北郡)
671,Ishikawa (石川縣),Shika (志賀町),town,Chūbu (中部),Honshū (本州),Hakui (羽咋郡)
672,Ishikawa (石川縣),Hōdatsushimizu (宝達志水町),town,Chūbu (中部),Honshū (本州),Hakui (羽咋郡)
673,Ishikawa (石川縣),Nakanoto (中能登町),town,Chūbu (中部),Honshū (本州),Kashima (鹿島郡)
674,Ishikawa (石川縣),Anamizu (穴水町),town,Chūbu (中部),Honshū (本州),Hōsu (鳳珠郡)
675,Ishikawa (石川縣),Noto (能登町),town,Chūbu (中部),Honshū (本州),Hōsu (鳳珠郡)
676,Nagano (長野縣),Matsumoto (松本市),city,Chūbu (中部),Honshū (本州),Matsumoto (松本市)
677,Nagano (長野縣),Okaya (岡谷市),city,Chūbu (中部),Honshū (本州),Okaya (岡谷市)
678,Nagano (長野縣),Suwa (諏訪市),city,Chūbu (中部),Honshū (本州),Suwa (諏訪市)
679,Nagano (長野縣),Suzaka (須坂市),city,Chūbu (中部),Honshū (本州),Suzaka (須坂市)
680,Nagano (長野縣),Komoro (小諸市),city,Chūbu (中部),Honshū (本州),Komoro (小諸市)
681,Nagano (長野縣),Komagane (駒ヶ根市),city,Chūbu (中部),Honshū (本州),Komagane (駒ヶ根市)
682,Nagano (長野縣),Ōmachi (大町市),city,Chūbu (中部),Honshū (本州),Ōmachi (大町市)
683,Nagano (長野縣),Iiyama (飯山市),city,Chūbu (中部),Honshū (本州),Iiyama (飯山市)
684,Nagano (長野縣),Iida (飯田市),city,Chūbu (中部),Honshū (本州),Iida (飯田市)
685,Nagano (長野縣),Chino (茅野市),city,Chūbu (中部),Honshū (本州),Chino (茅野市)
686,Nagano (長野縣),Shiojiri (塩尻市),city,Chūbu (中部),Honshū (本州),Shiojiri (塩尻市)
687,Nagano (長野縣),Nagano (長野市),city,Chūbu (中部),Honshū (本州),Nagano (長野市)
688,Nagano (長野縣),Chikuma (千曲市),city,Chūbu (中部),Honshū (本州),Chikuma (千曲市)
689,Nagano (長野縣),Tōmi (東御市),city,Chūbu (中部),Honshū (本州),Tōmi (東御市)
690,Nagano (長野縣),Nakano (中野市),city,Chūbu (中部),Honshū (本州),Nakano (中野市)
691,Nagano (長野縣),Saku (佐久市),city,Chūbu (中部),Honshū (本州),Saku (佐久市)
692,Nagano (長野縣),Azumino (安曇野市),city,Chūbu (中部),Honshū (本州),Azumino (安曇野市)
693,Nagano (長野縣),Ueda (上田市),city,Chūbu (中部),Honshū (本州),Ueda (上田市)
694,Nagano (長野縣),Ina (伊那市),city,Chūbu (中部),Honshū (本州),Ina (伊那市)
695,Nagano (長野縣),Koumi (小海町),town,Chūbu (中部),Honshū (本州),Minamisaku (南佐久郡)
696,Nagano (長野縣),Sakuho (佐久穂町),town,Chūbu (中部),Honshū (本州),Minamisaku (南佐久郡)
697,Nagano (長野縣),Karuizawa (軽井沢町),town,Chūbu (中部),Honshū (本州),Kitasaku (北佐久郡)
698,Nagano (長野縣),Miyota (御代田町),town,Chūbu (中部),Honshū (本州),Kitasaku (北佐久郡)
699,Nagano (長野縣),Tateshina (立科町),town,Chūbu (中部),Honshū (本州),Kitasaku (北佐久郡)
